Participant_ID,Age,Gender,Exercise_Type,Repetition_Number,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Knee_Angle,Elbow_Angle,Stability_Metric,Posture_Status
P078,36,M,Lunge,7,1.4402156699050623,2.23539911014778,0.6021281130544907,-129.03071331130047,-9.615334571320915,177.54147688544805,97.07468164184463,84.27817265406605,0.5069295606290469,Correct
P047,40,F,Squat,1,0.7662024816044397,0.28160911468926475,-0.10647756863626956,84.89217737382432,-172.35702299736977,-40.59880364050039,157.27675453568875,99.68766346706481,0.7412779766649803,Correct
P053,28,F,Jumping Jack,1,-0.7461075870419949,-0.11531149230532023,-1.8080361889720917,52.43029911467215,113.17791875325753,158.58323297985544,136.98913130523636,128.42492718556346,0.1525877529454558,Correct
P006,28,M,Lunge,8,-2.1536412030462175,2.547605942530276,-2.1563018587062963,169.64705983692642,-139.26391820866104,-39.42954941292379,108.42725555612637,149.73641061530145,0.594997763257416,Correct
P025,41,M,Lunge,20,1.2559431166558035,1.318137576272127,-2.2605223664982566,148.0447307729333,-12.927624879109175,-106.52699565336206,140.34207313047847,122.91249359846216,0.7203737252089718,Correct
P003,38,M,Squat,16,2.1273910136474425,-2.330700555918856,2.178047288995206,-78.01096924810716,28.76428473389896,-137.08572095422397,143.5912662753903,56.56085423595843,0.84999186936106,Incorrect
P013,21,M,Lunge,13,1.115126954408951,-1.9337732328191157,-2.8106427056319983,-170.1660338188427,73.98217950958468,128.00274954318184,172.81068562712136,119.7573682513497,0.11167172385679369,Correct
P053,25,M,Lunge,18,-2.8927290957910916,1.7227371776366516,2.8620855575993662,55.9326820002328,-32.11324729633819,-168.44484942537184,156.79299829960536,94.45843491828988,0.3296746945925493,Correct
P067,41,F,Jumping Jack,20,-1.7026026336540525,2.0151079270797254,-1.8088278576875154,37.039460041682105,84.79745533099134,167.1820518021413,117.17319190420793,84.09714908441268,0.5416539491854653,Correct
P031,20,F,Lunge,10,-2.5831200906988085,0.2711449745417789,-2.3380662187255314,-170.1256432440794,-132.71396950131472,-29.45116375720258,100.63196708077733,142.28741926887236,0.7010568999145405,Incorrect
P067,39,M,Push-up,12,0.4223165974573604,0.32673136719983553,0.46182992866077077,-135.83608948706663,55.24039737748046,-90.94523360963143,166.78656648727028,114.25111043035938,0.7300362955249206,Incorrect
P081,38,M,Squat,1,1.538866073042474,0.7915977771086671,-2.5200842523558205,30.4926136329548,117.48201393085304,42.28060759753049,166.14609190879014,111.80316882527495,0.2532591739721597,Correct
P055,19,F,Lunge,10,-2.3365248775880434,-0.3653053543041631,0.6147195789815694,148.2578150556571,140.1998302215004,-132.15132293897292,105.77790132515615,31.410715767312027,0.013876612017187262,Correct
P066,41,M,Squat,9,2.0300269235603112,1.081194740903424,2.1037598688816788,146.3400995448265,28.64393854340011,-154.02759351611192,95.59180666780979,133.80857896557396,0.6938169780057876,Correct
P005,29,M,Squat,3,0.33305387037289913,-2.3491124546015056,-2.7126118711954508,-125.46538033965305,-67.35772869298657,118.00200668744412,154.0678184834435,125.19605728923733,0.9091262873397719,Correct
P009,47,M,Squat,19,1.1398140728503492,2.7676754542043183,1.7992116271712648,-41.55337929411016,-121.19165578309449,-27.11852113488237,155.03236477528355,65.87302535165311,0.7975170451034391,Correct
P029,23,M,Lunge,9,2.828411091651877,1.50092894276953,-0.6331353541072877,-164.44696883321734,-55.59884896411985,6.571768357631527,105.94293783348411,65.05360950079304,0.6224661030626192,Correct
P035,19,M,Lunge,10,-2.497914070513816,0.7870452240540415,-2.0430561970127403,-11.062135309345535,14.390774335598309,-116.38943680497664,150.139067360171,36.41741520622801,0.9775704405516004,Incorrect
P100,49,F,Squat,19,2.407344137866735,-1.102067657943116,-1.9434211183952457,91.11004548235405,-109.3211193630382,-157.8872719703008,115.10313702272359,36.102770847441256,0.43311677809435534,Correct
P035,45,M,Push-up,16,-2.2433838240755444,-2.034267075259625,2.5125872621653578,104.3901760916201,162.90536604951347,-47.60059224533518,113.45553251719237,110.23134161540176,0.5250497509880961,Incorrect
P050,38,M,Squat,18,-0.6422471601799065,-0.5439422170263324,-2.336365488356013,-0.3637920252337494,142.9687543942474,2.2126508568321697,119.20661406813082,52.348513548933525,0.01228676395838224,Correct
P030,18,M,Push-up,14,2.108632177986686,0.9694604434443508,2.2006967226939427,-145.48691710504139,-168.13540984844474,95.55502387609005,136.8356729865169,140.82574198062605,0.945951362833712,Incorrect
P015,29,F,Squat,3,2.4375254204272094,0.8022584605386656,0.2654677259016873,-42.70896893463609,22.306247362939985,0.37872008476682595,162.40085309957607,131.0885313629943,0.5833466549324366,Correct
P029,43,F,Jumping Jack,2,0.03823004127087204,-0.704153069606571,-2.7656629271013653,155.55670559077117,104.15116448878075,101.70252636692504,134.87793758006637,71.86621920386204,0.3907999839056199,Correct
P025,39,F,Squat,1,0.5646278296525509,0.6797183629987789,-0.21314312569597016,-97.33947965290271,-91.65889442375749,-138.444199317247,116.82384260616669,75.60822621749226,0.04456433588740494,Incorrect
P075,46,F,Squat,18,1.248884007591343,1.8824897734052852,1.9046970868578041,-64.88839803141846,8.602643661387788,-156.9734020641774,169.55768688406644,69.27318730257367,0.36241906432640447,Correct
P057,29,M,Lunge,9,1.996552010716285,-2.842291365974358,1.3572167258346024,88.85778316670553,-33.84292233262357,-122.81005290835742,94.95809616981282,41.08738958301112,0.0035981016756536643,Correct
P051,42,F,Push-up,13,-2.270932982774003,-0.2962737124183459,-0.06730549389169305,84.08908399893772,-109.24334488149249,97.9243656799423,161.73823355082723,33.77161891802616,0.3243351379981384,Correct
P068,34,M,Jumping Jack,2,1.8604158493753662,1.551331370800746,2.160299278177302,148.39282368897568,41.305458195296154,93.35888310193252,160.594358212967,84.25597900078768,0.9514549240685247,Correct
P058,44,M,Push-up,7,-0.11234309693029942,0.27686682278026353,-2.277811429318622,-40.27727134066484,177.72918314645915,-129.10759037616907,112.81921291389088,143.16481373897932,0.15426736423039644,Correct
P012,44,F,Jumping Jack,16,-0.2962594493509858,0.9088565275744198,2.4596463203542136,5.255540594744815,-48.49658629921984,-168.8440830297553,107.84656642682518,140.06991849829623,0.5454111090894324,Incorrect
P096,48,F,Squat,19,-0.4566014880180105,0.10005835563205245,2.078647250900093,-11.738713960628047,18.856442975208097,66.70149703637946,168.72305053460377,127.18064893456373,0.18661732010492216,Correct
P069,27,F,Lunge,15,0.055269511476255584,2.9512472680938657,1.2496609539434163,153.9907815680831,-61.972314616259794,127.9014419674719,140.2984164204292,105.43139129316057,0.7833791303081712,Incorrect
P037,49,F,Lunge,11,2.670303320367621,-2.6722707810657704,1.9073264527724954,96.95901197686851,135.70150204889887,91.47877038366562,94.14102218682731,132.74668880297386,0.5623978072386521,Correct
P025,45,F,Push-up,1,0.2892226367529096,-0.05373106936573624,0.262893041055996,119.31904074018536,131.25697215252956,-106.99236697857185,170.17492648204285,91.8082221277877,0.20223601835227956,Correct
P068,45,M,Lunge,7,2.7190652295788356,-2.4515007053128937,1.050974574586001,-132.08462322141207,-115.6415803387307,30.156443001120834,121.41053859201064,51.619215962475806,0.8662412982388532,Correct
P024,33,F,Push-up,20,-1.9182592163061565,-2.0412866273185775,0.36358842424667337,105.06480943253757,143.98159472570183,92.65165942519485,120.79408984290238,112.10044173470781,0.7840237828334867,Incorrect
P036,32,F,Push-up,8,1.3448158729957989,-0.7017698974904292,-0.8674288169523043,-24.12764421930109,-125.45686401981584,-87.90166636306577,147.8959143443886,140.47752422141943,0.951301329425553,Incorrect
P002,47,F,Jumping Jack,10,1.873437231652483,-2.0667594509970764,0.4131647841670656,-171.59807418096705,-145.64161453487966,9.979488493003089,149.51798485187183,32.35261168868961,0.0006281928926344937,Correct
P035,47,M,Push-up,5,1.0747729880091716,2.782122995739906,-1.4552080048084457,-158.36819301241755,55.05646165255149,-66.7942545694427,121.79845087455733,60.17328626495169,0.4571169471970793,Incorrect
P100,32,F,Jumping Jack,9,0.6415336813592423,2.680738660350954,-0.3583249749552886,64.04685830454403,-41.0745218868378,-98.7928497622724,102.89510351071927,61.852582952552574,0.9998413004979217,Correct
P008,47,M,Lunge,1,0.3888766865170936,-0.983342122676377,-1.3153475564385408,-46.075521187450846,11.066613646273481,169.05215763750692,139.70427870327052,41.884744633951314,0.8111879169718101,Incorrect
P073,36,F,Push-up,2,2.165582895472176,0.8384862722260773,-2.262673263231666,132.52160636045295,54.92548149748683,148.52950573929348,146.2661248207716,57.05930656782592,0.8312861318574274,Correct
P028,29,F,Push-up,19,1.9298795829870006,0.20251992356271664,-1.068828861660563,84.33832819531193,-160.97859439452543,-19.559616857464675,167.42001285530762,76.07784934937025,0.6211324627263177,Correct
P060,40,M,Squat,14,-2.2662676729164026,1.8935218830946114,2.111923309108624,-172.19519579989375,-74.53685840724238,-130.7598980169685,133.59959886285594,142.78025098179887,0.7128996520832377,Correct
P054,37,F,Push-up,20,2.091525942185269,0.7646736589016534,-0.7135153761461659,67.2797922609607,-14.073727763207842,82.04662919543352,148.11264716113996,133.23189229521557,0.805326258783608,Incorrect
P044,49,M,Push-up,10,-0.5155882833573449,-2.9984852730566276,1.4880218938132144,-110.75310981635175,-84.02853246986453,-87.9475931538407,94.89679450342877,143.52074691151404,0.09228064759190013,Correct
P010,42,M,Squat,9,-1.4778190200251353,1.5790463136584325,-1.9488128745710325,-27.870275266591648,-162.37030165721245,-119.33358989828598,170.50706101855457,44.4686132066807,0.6925805836107297,Correct
P005,20,M,Squat,10,2.2186114080835555,1.4810887277767089,-0.4534850449941503,44.90467276426659,-148.79643363682078,-42.649553614253534,119.44942318860319,33.3658153943108,0.8154081000327389,Incorrect
P047,22,F,Lunge,6,-0.4078512021975502,0.05833623339888616,-2.3108635839889407,134.1784228664494,108.62923275134403,10.745931300026058,146.89990119080807,43.1859797293326,0.04086578768509208,Correct
P031,36,F,Push-up,17,1.8501881410609,2.417513839398323,-2.1682736197950616,-15.804760178901887,148.09923331665334,-144.92148126465074,172.44464681819176,139.71547618231526,0.2970531805269141,Correct
P029,24,F,Lunge,6,-1.419578328264933,2.4506772341424092,0.7046182793404148,111.05656350880838,-125.19601112503841,25.828730297469548,162.94732059282182,48.898636624266075,0.32401161588284233,Incorrect
P003,38,M,Lunge,4,-2.976424071466693,0.1434700602263832,0.6448909046940665,101.86763860822782,-90.26569537506515,-174.47458508545625,147.3933471730079,98.71640478870299,0.8545823952810524,Incorrect
P026,26,F,Squat,20,-0.027244842582333728,0.647929387179226,-1.7197685558708267,-30.766135373547,54.80978570318507,141.07286181351122,153.32470452630767,57.30988438329143,0.7803513895968672,Incorrect
P095,24,M,Jumping Jack,3,-2.3986304601426944,2.9791324315480345,-0.15346083426720813,0.35285883584504063,163.537839393281,151.46700814039195,172.88146043684787,32.47625099001594,0.6564214709155066,Correct
P002,35,F,Lunge,19,1.5262557331494584,-1.207078591131495,2.1798370018676874,72.17460361793272,-72.1477047120224,83.90547846426654,163.08838621321155,40.15456105710932,0.8047231808428686,Correct
P079,21,M,Jumping Jack,18,-1.3435491835835378,-1.0522965461311358,-1.9547909479411028,-168.7865635271017,127.87690544496041,-12.042212913296055,144.8873154483441,115.17564275596958,0.45342970065770904,Incorrect
P077,42,M,Push-up,4,-0.3381261203791279,-1.9033565840190219,-2.884736801558911,140.6921089677286,2.1688720021355152,-88.23734259720797,149.2832435588664,51.8839742416007,0.874880590302111,Correct
P092,45,M,Squat,8,-2.4777986094506748,2.3752016349472083,0.9119708439814342,97.13381739756966,164.36111006908095,87.88035265610273,103.25415817486908,57.49670465201753,0.2342158431030733,Correct
P056,31,F,Push-up,17,-1.280044509316484,1.4669303396955975,-2.67901075146789,-90.21028269516106,-130.94688152585113,155.44699270274288,132.31509117935397,75.2707800988423,0.7045768814998524,Correct
P014,35,M,Push-up,5,1.6889414595514314,-2.3661429067785487,2.879641431434676,173.22478314803118,170.52206335487512,-122.92786623692176,117.08978829152997,108.86898721634081,0.24175118477375468,Incorrect
P076,43,M,Squat,13,-2.0904725285860835,2.8906041071877944,0.6577217027932862,-115.41947306773724,-21.247693981377097,-12.304083852828711,128.87735710499248,86.32468715515995,0.039861973410822205,Correct
P015,26,M,Push-up,1,0.8829573667617443,1.385770248966696,-0.1776218829361662,149.07120253358465,163.05782055345423,-66.50581102706586,149.60221861776807,143.35322591925237,0.28415123981978174,Incorrect
P085,43,M,Squat,13,2.5045551168270066,2.103132657629847,-0.42004475985415946,-63.189555003679985,-14.871521861453061,-51.57295594347244,103.423598424158,82.1018628887596,0.4929068284906286,Correct
P093,38,M,Jumping Jack,4,1.079020558546322,-2.7110952649607944,0.4384239511015884,94.73281565908889,10.829568283408122,-33.92719872374431,91.56383672951313,53.8957104236966,0.8434360150711723,Incorrect
P045,19,M,Push-up,14,1.8661301357533606,0.029765513653005726,-2.4562533796787105,-15.704426430739773,109.71900351983555,162.64668397368183,125.72319629094567,94.33714072908097,0.508856489332357,Correct
P099,37,F,Squat,3,-2.3461702241765052,1.191589720362236,2.5801143529169748,85.12825948200077,80.14626026618186,-86.89061956748628,118.99658830392515,84.10675381138404,0.17915060257309212,Correct
P047,45,F,Lunge,5,-1.4956090439876732,0.25767950743104784,0.7538524113112666,-123.91810274182815,43.05719535022277,-2.636697926337604,127.83888537315366,124.45660062420357,0.9927659709997227,Correct
P020,32,M,Push-up,7,2.3672331134435467,0.9998847941956646,-1.8961290143345473,-82.9776749808662,-29.887191507759837,162.53548979824456,173.80988283320826,142.2145476647379,0.27007306798062425,Incorrect
P018,45,F,Jumping Jack,1,1.2906336817085355,1.907244381542835,0.3754863225879772,-144.0511831900708,105.2778122638581,-8.619519521405778,153.6375691093359,130.3554273643809,0.9852947250983862,Correct
P079,24,F,Squat,12,0.8373229582638668,-0.753977622238823,-2.2004609650019304,131.4518333176091,161.36219998415538,130.89582789172323,119.47128971392442,76.68476699111307,0.936334681508224,Correct
P061,29,M,Push-up,11,0.9826004167302003,2.092012053712258,-2.8946836946501273,-73.33452440298025,-176.46807710051033,-158.84468124289887,106.13509400130329,55.93393467496316,0.5424415086406432,Incorrect
P076,46,M,Push-up,8,-0.5147966741721395,-2.0225033714082556,0.7831019112839881,70.01144258999884,31.624234722958022,163.09095064676495,145.66304648312428,139.73867244167127,0.09196308264171305,Correct
P098,25,M,Push-up,6,-2.732660210294081,-1.3746836698417515,0.8909000512207665,115.27963118695016,131.75313443220546,-112.48878707062168,149.18186263585528,76.31275817246016,0.695414811454475,Incorrect
P005,32,F,Jumping Jack,2,1.7066492524243744,-2.7399262804360456,0.5021794968204931,144.5105650965645,55.120513444400615,172.7766125032623,133.52604154900516,122.42479481384522,0.8457176615488142,Incorrect
P058,20,M,Squat,19,1.0722794172921226,-0.8134391319884933,-1.8991007738398615,-141.73303848778158,108.29853282000124,-116.79232850692256,109.14846971599441,148.74328094554687,0.44530109967950915,Correct
P081,31,F,Lunge,20,-0.1631732153236518,-0.7205427310552781,0.6205791509686023,141.4853760645405,142.22199738563472,-20.0282587938093,92.56997347528774,99.29312178183314,0.23904045934589102,Correct
P077,34,M,Lunge,20,2.398557692209545,1.8316235832435055,-2.6609343544528814,-108.98900001694099,90.34236570710084,-68.89878303388397,113.90946277205452,87.58565620426626,0.8028241647126567,Correct
P060,21,F,Lunge,14,-0.9830420100894068,0.9187840217379359,0.6554301334315338,85.28472417274617,78.1262644913158,-24.036688405784133,131.14534493611657,113.98449389774585,0.5450778256759288,Correct
P013,35,M,Squat,1,-1.2340695346125845,-0.3796646510660002,0.3241021146457128,82.38564697126003,167.30852089101057,-89.81109362681083,160.9140857798243,53.271717694876905,0.19763000481547788,Correct
P100,25,M,Lunge,10,2.2367779504766574,0.9126838717424892,0.9315289850345971,-176.9388689732565,130.9264768409662,167.51426847395106,166.8378445960655,88.58876865583801,0.9495386409674772,Correct
P080,21,F,Jumping Jack,16,1.781925928553913,-2.683299896905853,2.372853634514363,-100.57539300830847,113.53603304979856,-69.939005733687,127.16411037002678,67.47969085323909,0.9480982266851785,Correct
P040,19,F,Squat,4,0.0898788638900685,-1.9183707838897435,2.1021486314372195,-2.912934720647769,-148.89479023012458,55.17896834312026,161.6511649215175,49.70734448108159,0.3670496734445847,Correct
P067,47,F,Push-up,11,-2.2155915632529,0.7616871314505298,2.8839251493752327,-28.78750560121844,-93.94924206980957,-130.51890374443616,179.40175411960377,103.21638588371434,0.06400310914174012,Correct
P052,23,F,Jumping Jack,16,-1.7095711712096853,0.8482009153518133,2.85744619761945,150.68645275845944,20.43216875703223,116.77949454595819,154.49493373670066,99.0847302549776,0.6307885345497092,Correct
P002,39,F,Push-up,20,0.9373679424528398,1.6448079522445624,1.6339181602425157,-50.493286979091664,75.44163779093293,15.302859663424812,155.5739128441266,121.34443196910478,0.3172267345834646,Incorrect
P089,27,F,Lunge,1,-0.6897525729575298,-0.5820014456783866,2.7385177330663684,157.31413734094644,-70.84263841182832,172.6006048312737,171.8582851394848,134.75641490896334,0.06635526100004918,Correct
P053,21,M,Jumping Jack,16,2.018839149995827,1.3353245796969375,2.203703315334672,-14.605445378688813,-146.4018792765036,-27.575201939963335,120.43297155752188,56.445118322506715,0.8918064144685661,Incorrect
P067,39,F,Squat,19,2.699730055993225,1.103881995361137,1.3654946993698376,167.16704279045967,-68.00429274651081,-109.63876500840226,91.00848537517241,123.56431824645603,0.9981163146002809,Correct
P011,46,M,Jumping Jack,9,1.8338215516495096,2.780360270219094,-2.5476944721374686,85.44773160895,97.57050500898691,-55.43316020124591,178.8279544508129,74.0862192903515,0.35040551371028184,Incorrect
P011,48,M,Push-up,9,-0.7347274620266573,-1.709218641451925,-2.7057006703806734,118.56045298757613,135.8643705628943,85.30761819365796,134.14212699039214,105.45667221521097,0.7447462633841955,Correct
P010,35,F,Squat,9,1.7321185753885446,0.31007738251583694,2.0255974050346213,-142.24432019435966,148.64531340396343,57.27834755851535,160.71098338460942,132.02880331149734,0.06577079228015348,Correct
P028,43,M,Jumping Jack,17,-0.8913499591758995,0.6105866526628159,-0.06206485276981022,31.0109159672524,-43.607995508106825,100.20506674238106,163.12420238483662,60.74221383429827,0.36970543955963064,Correct
P011,29,F,Jumping Jack,12,-1.9973994734061966,2.9918873096053247,1.8876401062495258,-128.6278704614337,-45.88611305032927,-153.55069480648473,125.77650093720261,102.11535407590046,0.10875176604964076,Incorrect
P007,19,F,Jumping Jack,13,-2.7996407708048556,-1.7928951470000898,-1.1224903760686837,-72.85643926164933,-33.58531045015522,28.932759124123123,138.71457420500863,87.63826526402171,0.05534993716351655,Correct
P029,27,M,Jumping Jack,8,-0.6856997234338795,0.13930811980375335,-0.6141008500619232,44.48354622021651,-44.7085910082788,155.5807237330697,138.59239734564102,124.86927521408629,0.5887910405094958,Correct
P065,47,M,Squat,16,2.421355822183691,-0.9228881537181666,1.2011203260715915,81.4412536898007,59.83077870259547,-141.15530898663215,109.81944084098254,113.66895587293263,0.8020309875232321,Correct
P052,21,F,Push-up,18,-1.566080473465941,0.15535781147399863,2.491960421592559,-165.8938384759497,-51.003625632482624,-146.0393067913276,100.58750405048642,122.355820308389,0.4529702511417205,Correct
P015,31,F,Jumping Jack,1,-1.760921010421296,-1.6072283873813644,-2.4734311531266844,11.139743186051305,-172.6761828188715,77.97757122702501,138.9215074448363,64.55317555238497,0.5241791104409618,Correct
P007,48,M,Squat,1,2.8189247114462415,-2.714325729435071,2.168868867807637,23.513035064359087,-21.951143752366164,-66.53431589608732,100.81289041663162,114.52275529069152,0.2707300170252096,Correct
P068,33,M,Push-up,12,-2.849975322896447,0.43539272338613344,1.758076349276191,-151.62192104032758,-99.30525617570841,57.088515729926485,121.14798514735618,102.69670491115423,0.7363872808738148,Incorrect
P055,32,M,Jumping Jack,6,1.7146929023625255,-0.9848741048350069,-1.106764375620872,0.24769231227489286,-169.62943039753682,16.338424698129586,106.74749984768447,84.8016547254908,0.3610732671418502,Correct
P003,25,M,Push-up,9,-1.071780265554778,-1.908351589509398,-0.8687003152106425,76.98322081793754,-10.49653744774264,174.98399700236604,153.62244974545,75.40124284417803,0.0674990203263276,Correct
P020,31,F,Push-up,5,-2.775072258782044,-1.0563866035317975,-2.721231136668542,-160.83817744480885,-105.85635868861449,140.06031010375466,168.48079681499888,69.79200369545171,0.1655077110256662,Correct
P003,40,F,Squat,16,2.5068152412575015,-2.7043187913135305,-2.905556333299692,93.69639947662631,-17.01294665769572,64.10620136221621,142.0123148866962,31.160923356339595,0.1284686052455173,Correct
P029,45,F,Push-up,18,-2.162146018742498,2.7026534045406194,-0.13796324185362518,27.513541765489265,-80.01000482029686,-85.79713460286581,126.91402264544377,50.34702615681452,0.4358777893996191,Correct
P020,42,F,Squat,17,0.3106757023541724,0.486887489839563,-2.426762127016137,119.9617949778447,37.33519330095595,-85.71306162583097,179.697837673918,37.07738546680878,0.06521267458334756,Incorrect
P010,47,M,Jumping Jack,18,-1.3556747554227133,1.8886120880821489,-1.8359891135087218,-101.49747377253482,176.71585927462542,137.6077682048205,91.90882217218854,131.8029051155603,0.8064843224670357,Correct
P061,25,M,Push-up,1,-2.608843186891854,-0.46129081471361744,2.0806031971599817,119.97852631672265,17.003491456199384,30.722783499141485,117.39069757835304,133.21066444980985,0.9080051900215012,Correct
P099,38,F,Push-up,19,-2.7004650860197255,2.419888005397114,0.42617034750271454,-145.95804890371153,52.88253008139722,104.14144153875685,115.08058373823005,131.5432004027121,0.24839417920231677,Incorrect
P090,33,F,Lunge,8,-2.3066598069819673,-0.10009067068647992,0.8017946235966802,-34.62130927991831,150.93927279043248,-18.048885646741155,122.05832382521277,128.1503717224539,0.48550975678195296,Incorrect
P094,30,F,Jumping Jack,3,-2.5717979166637197,0.44367193320401643,-1.8751240150084798,-108.18547505112655,-45.35984961896702,-142.89349080545043,110.75361670426524,56.55965442335722,0.519063064396569,Correct
P090,35,F,Jumping Jack,5,1.5633486931195373,-0.049236119624058716,1.9719708267265172,135.3674996247147,-120.04255807719011,-60.232875033734615,113.78365518883103,89.01434094128088,0.9850012164579464,Incorrect
P037,32,F,Lunge,8,-0.08660278629942475,1.3996697752059095,2.207878634638485,73.77113386863857,-78.19297814500082,-121.98629005618926,113.19093989255946,138.94125263620765,0.06561957838657706,Correct
P084,38,F,Lunge,19,-0.9426474519061219,0.3999364656123743,0.1399655622782605,-170.86976022213784,-34.99382134276226,101.45981391318082,135.51696456771876,121.1738152856477,0.6678823677428953,Correct
P051,41,F,Squat,18,-0.489786539207957,-1.3704064585176137,2.475346631271959,-176.5715919789758,52.20636525210176,72.18431627655247,125.19497493309879,30.218434314523307,0.345764983212849,Incorrect
P042,43,F,Squat,18,2.5736804134357403,-2.126762812064122,2.06897174972749,-75.1502683865989,-178.34830940530043,-148.17134794030537,147.53520917864176,85.13118916845522,0.5018062121126549,Correct
P073,42,F,Push-up,1,2.464510876428883,0.6367463332978662,1.3879450600466283,-128.41807885899647,127.21795731611434,43.69874355427572,136.2961043880917,31.280423911158554,0.21703457069537058,Correct
P075,45,M,Push-up,15,1.2940588807354612,-0.06492023071778252,1.4044554941617715,46.90961192167049,-152.60616970206104,134.68878251812635,106.50796671327575,63.67932563768098,0.16024228017622166,Correct
P097,45,F,Push-up,18,2.3080942645301263,-2.4241458198233223,-2.3676391562948202,58.966896197721525,144.2358536106782,71.05114634398797,162.9040481041057,82.2914929472262,0.2435652986923652,Correct
P030,45,M,Push-up,7,-1.0821118344742513,-0.6262952052403898,-1.3749837738260053,159.1023253180923,161.79642763376359,4.000288674391697,132.49756785065014,137.1479151180335,0.07126196425810927,Correct
P094,30,M,Squat,16,-0.7133440439503032,0.08865853200272156,-2.598916681093944,162.7343728365027,176.43700588036825,-67.72921742200059,103.79083661153845,108.52611409767918,0.2780902971816551,Correct
P045,26,F,Jumping Jack,16,0.682273091125368,1.9613594029535397,-2.947912744642148,57.20281394808441,111.42366638647593,139.35482985092239,105.0191858635796,73.49814785878891,0.6903509219818776,Correct
P087,46,F,Push-up,15,0.7417556837835848,-2.543393664999826,-2.0501428116965394,-177.95695937302486,-128.93201066154506,-27.790242429232848,161.72715694310602,88.87858829435052,0.6514819352444364,Correct
P100,32,M,Jumping Jack,6,-0.10980097192595428,-0.9090279105239825,2.2829230958816407,-50.76075003493884,74.22013556106708,127.94168888416277,153.26938658007904,128.08673863163688,0.5544962055923361,Correct
P024,30,M,Push-up,9,-0.5960529093722804,1.9359367362623123,-1.5607556457836909,4.730944769015821,-106.80433538105646,101.87994175855096,135.5875157285785,65.95867189364559,0.00038741297044453393,Correct
P031,18,F,Lunge,7,2.9170818696521703,0.8905435906294725,2.8209237755503302,-0.29528765695226866,142.96602080894542,113.84170750110951,117.54733587770991,103.80417305623997,0.12578199980401117,Incorrect
P023,42,M,Push-up,14,1.9267417567063463,-1.2602500691772793,0.5837459973672368,37.202626620801595,-66.0218667640759,176.32710725819265,131.44698331173686,61.469626066542055,0.8428694286486641,Incorrect
P053,24,F,Push-up,11,-0.39011881267172877,2.0720107321358547,-1.5764490741918578,165.79853380971377,-62.35344825298519,89.55306571426723,147.28351834242392,87.5956124668395,0.27173836976457255,Correct
P042,26,F,Push-up,16,1.3637548634374106,-0.04023851662384592,-0.017215179094723254,138.6693691038554,150.355186529352,-167.74526314128656,169.13540856865632,32.9590204274476,0.912198888579123,Correct
P036,41,F,Squat,6,-1.382629840485243,-0.009888652137236775,-1.6854310637993077,-140.79310795782422,-175.23681451786635,-106.04378340693184,140.02810809108558,132.27303833900302,0.8745461147783163,Correct
P034,18,M,Lunge,16,-2.3989840425760205,2.8595240352023055,2.903841349094243,-84.24705909837843,-110.17218546591488,-167.32974588294078,114.90617652963752,35.801859781461594,0.1549270341341754,Correct
